StadiumTrackmanCSV : Sheet1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1/1/2024,20:31.4,10,3,"Blue, Vida",4559,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,2,Top,2,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.07793,-2.07302,2.418245,2082.984,149.3477,11:00,5.65616,-1.68101,6.34248,-19.5361,14.82658,-8.19075,2.1172,-0.13602,82.19465,-5.76171,0.936698,0.421905,,,,,,,,,,,,4.92158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1/1/2024,20:46.4,10,4,"Blue, Vida",4559,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,2,Top,2,1,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.16791,-0.28035,1.243241,2052.114,289.9866,3:45,5.67437,-1.70529,5.83713,-48.6197,-3.15543,12.21229,1.3621,0.46807,72.6673,-9.14994,3.436832,0.485296,,,,,,,,,,,,-5.98866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1/1/2024,22:59.9,1,1,"Welch, Mickey",5112,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,2,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.59331,-2.93174,-2.81524,2470.571,197.109,12:30,5.65243,1.4288,5.74615,-15.8296,17.80958,5.14386,1.59815,-0.76566,83.67096,-5.92996,-1.89605,0.41744,,,,,,,,,,,,-3.44284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1/1/2024,23:16.3,1,2,"Welch, Mickey",5112,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,2,Bottom,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.40848,-3.07602,-2.33115,2510.418,196.5425,12:30,5.62574,1.43E+00,5.89736,-15.9701,17.5482,4.89177,1.43411,-0.33011,83.65107,-6.10295,-1.45389,0.416689,,,,,,,,,,,,-3.19725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1/1/2024,23:52.6,1,3,"Welch, Mickey",5112,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,2,Bottom,0,1,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.05551,-0.53328,0.322078,2866.532,68.23407,8:15,5.77217,1.31E+00,4.98541,-49.0203,-3.91154,-13.3232,1.18356,0.50512,73.76357,-9.35805,-2.03631,0.483395,,,,,,,,,,,,6.74489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1/1/2024,24:10.1,1,4,"Welch, Mickey",5112,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,2,Bottom,0,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,80.86635,-0.1285,0.86742,2861.963,81.62657,8:45,5.70721,1.24025,5.03637,-45.3727,-1.19248,-17.6498,1.80492,0.58782,74.23276,-8.33575,-2.25708,0.478394,,,,,,,,,,,,9.07567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1/1/2024,24:32.9,1,5,"Welch, Mickey",5112,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,2,Bottom,0,1,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.09942,-0.165,0.831047,2856.815,64.89112,8:15,5.72678,1.18768,5.05449,-51.0853,-5.98445,-15.8756,1.31405,0.64851,73.53418,-9.37834,-1.98284,0.483352,,,,,,,,,,,,8.19237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1/1/2024,25:01.5,2,1,"Welch, Mickey",5112,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,2,Bottom,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.36738,-1.1752,-0.78597,2806.154,71.49804,8:30,5.89912,1.03028,4.93283,-47.4588,-3.48465,-14.6619,0.83316,-0.93449,74.76963,-9.70272,-3.37819,0.477277,,,,,,,,,,,,7.04315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1/1/2024,25:20.5,2,2,"Welch, Mickey",5112,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,2,Bottom,1,1,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.28301,-0.62982,-0.15917,2786.3,59.49487,8:00,5.84536,1.16658,4.57495,-54.3099,-7.5476,-15.2926,0.72027,-0.25924,73.16149,-10.3019,-2.84772,0.492175,,,,,,,,,,,,7.53977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1/1/2024,25:44.1,2,3,"Welch, Mickey",5112,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,2,Bottom,1,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.88025,-0.5152,-0.9393,2784.545,69.96773,8:15,5.79621,1.11697,5.0516,-47.4429,-3.42236,-13.0619,1.35667,-0.85748,74.65571,-9.06092,-3.25217,0.477528,,,,,,,,,,,,6.30591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1/1/2024,26:02.8,2,4,"Welch, Mickey",5112,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,2,Bottom,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.26545,0.152876,-0.50199,2199.06,192.8486,12:30,5.8008,1.03221,5.86257,-20.2773,13.20103,2.77646,4.25305,0.79723,83.47403,-3.6606,-0.00392,0.416441,,,,,,,,,,,,-1.54681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1/1/2024,26:20.9,2,5,"Welch, Mickey",5112,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,2,Bottom,1,3,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.83927,-2.43437,-1.66267,2482.158,190.4567,12:15,5.69408,1.22E+00,5.5461,-18.6486,14.86328,2.55055,1.8628,-0.1195,84.25866,-5.91512,-1.21E+00,0.416649,,,,,,,,,,,,-1.75071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1/1/2024,26:39.4,2,6,"Welch, Mickey",5112,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,2,Bottom,1,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.00521,-1.33346,-1.47475,2390.911,192.4842,12:30,5.65398,1.23E+00,5.8367,-20.9878,11.97705,2.42851,2.66501,0.05717,84.41196,-5.25542,-1.03933,0.413235,,,,,,,,,,,,-1.64441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1/1/2024,27:11.0,2,7,"Welch, Mickey",5112,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,2,Bottom,1,3,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.90832,-1.34645,-0.62876,2951.889,68.25266,8:15,5.78819,1.08216,4.84011,-49.5964,-5.85449,-18.3466,0.38001,-1.04206,75.06298,-10.2299,-3.86894,0.476014,,,,,,,,,,,,9.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1/1/2024,27:45.1,3,1,"Welch, Mickey",5112,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,2,Bottom,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.87954,-1.04563,-0.74872,2441.794,194.2613,12:30,5.76355,1.14872,5.63742,-17.9612,14.7804,3.48855,3.29112,0.74091,84.68127,-4.42803,-0.12546,0.411833,,,,,,,,,,,,-1.96536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1/1/2024,28:02.9,3,2,"Welch, Mickey",5112,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,2,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.47846,-3.2575,-1.92397,2641.625,186.1069,12:15,5.71544,1.21457,5.43998,-18.1148,15.08635,1.50413,1.15071,-0.46227,84.99698,-6.62439,-1.65637,0.414714,,,,,,,,,,,,-1.28661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1/1/2024,28:21.4,3,3,"Welch, Mickey",5112,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,2,Bottom,2,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,82.60353,-0.48562,-0.0707,2984.026,65.88689,8:15,5.75928,1.15556,4.79926,-49.7019,-6.60441,-18.0319,1.1573,-0.41409,75.39947,-9.41054,-3.25163,0.472495,,,,,,,,,,,,9.00434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1/1/2024,28:40.9,3,4,"Welch, Mickey",5112,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,2,Bottom,2,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.49348,-0.66709,0.071414,2597.59,178.9581,12:00,5.65736,1.26697,5.80016,-17.8216,15.54965,-0.26413,3.55176,1.31138,83.7693,-4.03163,0.024083,0.415774,,,,,,,,,,,,0.15315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1/1/2024,29:00.2,3,5,"Welch, Mickey",5112,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,2,Bottom,2,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.35561,-1.94564,-1.47898,2504.824,178.9759,12:00,5.60619,1.25607,5.7562,-14.5103,18.34702,-0.30972,2.58464,-0.14673,84.60042,-4.70607,-1.5344,0.41256,69.43816,43.24973,-148.813,4768.795,-97.9747,47.47359,-50.0096,179.7469,80.59154,-156.447,3.086708,-0.24303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1/1/2024,29:29.0,3,6,"Welch, Mickey",5112,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,2,Bottom,2,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.63903,-1.95643,-1.88643,2478.373,184.7256,12:15,5.60753,1.23E+00,5.5719,-19.6617,13.66079,1.05154,2.13996,-0.44153,84.78555,-5.60366,-1.69891,0.415471,,,,,,,,,,,,-0.99917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1/1/2024,29:54.3,3,7,"Welch, Mickey",5112,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,2,Bottom,2,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.97488,-1.26646,-1.11955,2577.764,185.799,12:15,5.55948,1.39E+00,5.50348,-19.2249,14.57115,1.38524,2.77254,0.46048,84.23572,-4.83789,-0.87272,0.418412,76.10932,18.18822,-163.893,2261.556,,,,,50.84705,,,-0.96992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1/1/2024,30:20.2,3,8,"Welch, Mickey",5112,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,2,Bottom,2,3,2,Fastball,Cutter,InPlay,Undefined,FlyBall,Out,1,0,,90.56657,-1.20587,-1.13192,2495.686,167.1919,11:30,5.68781,1.15934,5.54433,-21.4499,12.63087,-2.65669,2.77302,-0.12001,83.84354,-5.17608,-1.60567,0.420171,86.40172,45.33116,-24.0009,5052.344,93.34128,90.87821,-58.2014,291.6135,207.1885,-38.245,5.253836,1.08224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1/1/2024,32:34.6,1,1,"Blue, Vida",4559,Left,SFG,"Terry, Bill",2988,Left,NYG,Undefined,3,Top,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.92414,-0.12769,1.663577,2087.292,278.3078,3:15,5.67256,-1.9539,5.83063,-45.2054,0.5174,5.32953,1.7867,0.03701,72.34968,-8.39937,2.619983,0.486674,,,,,,,,,,,,-2.32595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1/1/2024,32:47.2,1,2,"Blue, Vida",4559,Left,SFG,"Terry, Bill",2988,Left,NYG,Undefined,3,Top,0,0,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,89.01315,-2.35147,3.298729,2133.894,162.7197,11:30,5.56212,-1.97286,6.01673,-19.2227,15.82666,-4.58973,1.77727,0.7036,81.82763,-5.9675,2.474951,0.4261,74.51935,-4.64198,-32.286,,,,,21.15314,20.1606,-26.9203,0.175494,3.27008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1/1/2024,33:17.3,2,1,"Blue, Vida",4559,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,3,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.26486,-3.22792,2.904479,2167.089,158.0435,11:15,5.59871,-1.8322,6.20929,-17.3979,16.48556,-6.22111,1.16278,0.33228,82.94236,-6.52046,1.7829,0.418953,,,,,,,,,,,,4.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1/1/2024,33:29.4,2,2,"Blue, Vida",4559,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,3,Top,1,1,0,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,78.68735,-1.67142,2.955279,2118.74,286.4156,3:30,5.58451,-1.83047,6.11573,-45.7774,-1.28902,8.59575,0.22191,1.62059,73.41349,-10.028,4.505005,0.480059,,,,,,,,,,,,-3.77902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1/1/2024,33:44.5,2,3,"Blue, Vida",4559,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,3,Top,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.65701,0.132777,1.145392,2292.014,163.0447,11:30,5.72701,-1.69441,5.89635,-18.8574,16.44808,-4.69622,4.27886,-1.02225,81.37357,-3.43066,0.30269,0.427654,,,,,,,,,,,,2.69193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1/1/2024,33:59.6,2,4,"Blue, Vida",4559,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,3,Top,1,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.25498,-2.30764,3.303049,2140.573,152.6421,11:00,5.63373,-1.80E+00,6.56654,-19.6736,14.35253,-6.90496,1.87421,0.65635,82.30124,-6.03304,2.050416,0.419834,,,,,,,,,,,,4.52862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1/1/2024,34:14.0,2,5,"Blue, Vida",4559,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,3,Top,1,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,88.91226,-0.84659,1.259401,2127.74,157.8283,11:15,5.61838,-1.83E+00,6.12139,-19.4897,15.39513,-5.84087,3.21136,-1.15425,81.54387,-4.53463,0.206583,0.425098,,,,,,,,,,,,3.35603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1/1/2024,34:43.7,3,1,"Blue, Vida",4559,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,3,Top,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.22567,1.044697,0.509247,2149.712,294.9583,3:45,5.61386,-1.91136,6.09913,-49.3073,-3.2189,9.72788,2.47125,-0.62971,71.56583,-8.02695,2.264483,0.488616,,,,,,,,,,,,-4.8954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1/1/2024,34:59.4,3,2,"Blue, Vida",4559,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,3,Top,1,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.70307,0.390829,0.634423,2189.2,240.1461,2:00,5.61698,-1.84164,5.79296,-40.8703,4.10461,4.84815,2.5747,-0.84747,72.65648,-7.12737,1.503725,0.482677,,,,,,,,,,,,-2.30347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1/1/2024,35:15.5,3,3,"Blue, Vida",4559,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,3,Top,1,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.94813,0.599896,-0.20744,2094.06,241.5338,2:00,5.62102,-2.02345,5.91643,-39.2827,5.43213,7.4578,2.90421,-1.59448,72.44057,-6.67017,1.132804,0.481279,,,,,,,,,,,,-3.86654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1/1/2024,35:32.4,3,4,"Blue, Vida",4559,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,3,Top,1,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.68304,0.060072,-0.24338,2134.374,279.8547,3:15,5.61562,-1.86553,5.9101,-46.5814,-0.43378,10.61595,1.7896,-1.20676,71.62594,-8.49706,1.666657,0.488929,,,,,,,,,,,,-5.5015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1/1/2024,35:46.6,3,5,"Blue, Vida",4559,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,3,Top,1,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.34656,-2.81795,2.843601,2189.745,154.054,11:15,5.56109,-1.8009,5.96374,-18.1462,15.94674,-7.24721,1.43074,0.23394,83.03011,-6.23317,1.542858,0.420246,,,,,,,,,,,,4.52532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1/1/2024,36:03.9,3,6,"Blue, Vida",4559,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,3,Top,1,3,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.51541,1.175553,0.10115,2089.288,281.5998,3:30,5.56322,-1.69258,5.63775,-47.7004,-0.71866,10.69977,2.68501,-0.70657,71.09917,-7.5678,2.014683,0.493328,,,,,,,,,,,,-5.38819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1/1/2024,36:34.9,4,1,"Blue, Vida",4559,Left,SFG,"Connor, Roger",8363,Left,NYG,Undefined,3,Top,2,0,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,88.79132,-0.7529,3.231242,2063.476,161.0785,11:15,5.6691,-1.68E+00,6.33239,-21.9674,12.69977,-4.00453,3.14409,0.9612,81.73661,-4.88946,2.508265,0.42377,,,,,,,,,,,,2.91606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1/1/2024,36:49.8,4,2,"Blue, Vida",4559,Left,SFG,"Connor, Roger",8363,Left,NYG,Undefined,3,Top,2,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.13969,-1.59565,1.581019,2066.828,154.7124,11:15,5.59189,-1.61E+00,6.79281,-18.9203,14.83737,-6.53559,2.55785,-0.70904,82.04495,-5.21,0.387893,0.418175,98.24395,12.29711,38.16873,2570.368,82.69434,15.40228,72.53674,213.0897,210.1055,45.02453,1.860644,3.91858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1/1/2024,37:27.6,4,3,"Blue, Vida",4559,Left,SFG,"Connor, Roger",8363,Left,NYG,Undefined,3,Top,2,1,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.90173,-0.64042,2.075153,2111.067,271.9386,3:00,5.59499,-1.69089,5.90871,-42.4605,0.82736,10.52166,1.46178,1.11285,74.42219,-8.40388,3.964646,0.473538,,,,,,,,,,,,-4.93996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1/1/2024,37:44.5,4,4,"Blue, Vida",4559,Left,SFG,"Connor, Roger",8363,Left,NYG,Undefined,3,Top,2,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,79.0855,0.403836,1.748579,2131.261,266.035,2:45,5.64612,-1.58354,5.97085,-42.0877,2.19106,13.18796,2.51339,1.13704,73.15084,-7.34012,4.118285,0.478927,64.45792,57.81533,-137.285,5414.147,-89.1709,62.22718,-64.409,162.3454,83.45298,-145.216,3.820682,-6.37327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1/1/2024,38:04.5,4,5,"Blue, Vida",4559,Left,SFG,"Connor, Roger",8363,Left,NYG,Undefined,3,Top,2,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.67376,-0.08591,2.398095,2160.202,294.1642,3:45,5.57817,-1.66337,5.79355,-46.4288,-2.67744,8.63221,1.62912,1.28794,74.18653,-8.54685,3.944561,0.476066,,,,,,,,,,,,-3.85138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1/1/2024,38:21.2,4,6,"Blue, Vida",4559,Left,SFG,"Connor, Roger",8363,Left,NYG,Undefined,3,Top,2,2,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,79.36267,-0.05948,1.964493,2177.607,292.2207,3:45,5.60483,-1.6913,5.91199,-45.9542,-2.06445,8.01426,1.72008,0.80054,73.83592,-8.4616,3.404305,0.476818,64.55953,-10.4368,28.88814,,,,,14.54493,14.08412,19.21215,0.121659,-3.66232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1/1/2024,40:41.0,1,1,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,3,Bottom,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,95.54481,-1.39234,-4.96453,2110.945,258.198,2:30,5.21179,2.07596,6.07518,-25.5193,4.95776,19.16454,1.79179,-0.93202,87.51668,-6.131,-1.52681,0.397336,,,,,,,,,,,,-11.1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1/1/2024,41:46.1,1,2,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,3,Bottom,0,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,94.91115,-2.01504,-4.32277,2267.521,264.4876,2:45,5.27925,1.99938,6.16664,-27.8391,3.0452,21.15273,1.09201,-0.23829,86.73151,-7.18102,-0.51337,0.399982,,,,,,,,,,,,-12.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1/1/2024,42:00.2,1,3,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,3,Bottom,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,95.33121,-1.72347,-4.13645,2264.233,216.066,1:15,5.21735,2.02E+00,6.05996,-15.3834,15.22662,10.38812,2.33563,-0.95268,87.17733,-4.64851,-2.27325,0.398202,,,,,,,,,,,,-6.4676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1/1/2024,42:16.2,1,4,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,3,Bottom,0,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,94.15898,0.273444,-3.48121,2232.589,223.9044,1:30,5.27657,2.06E+00,6.12629,-17.4357,13.86162,12.38753,4.07683,-0.13191,85.79502,-3.0402,-1.25389,0.402647,,,,,,,,,,,,-7.32071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1/1/2024,42:52.1,2,1,"McGinnity, Joe",2034,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,3,Bottom,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,94.33342,-0.18664,-2.70272,2111.696,259.0409,2:45,5.27618,2.07403,5.99354,-26.7958,4.49922,18.12702,2.87004,1.07817,86.1732,-5.16671,0.555616,0.402633,,,,,,,,,,,,-10.1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1/1/2024,43:22.3,2,2,"McGinnity, Joe",2034,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,3,Bottom,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.53539,-1.52499,-3.08394,2142.024,211.0563,1:00,5.29336,1.94932,6.30805,-15.4064,15.97883,9.03918,2.60231,-0.14109,85.68191,-4.4706,-1.452,0.403213,,,,,,,,,,,,-5.53103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1/1/2024,43:41.2,2,3,"McGinnity, Joe",2034,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,3,Bottom,0,1,1,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.28066,-1.6151,-3.57536,2052.164,244.8782,2:15,5.23562,2.13294,6.1672,-22.0523,9.0267,17.2019,1.90283,0.25973,86.45413,-5.74295,-0.4768,0.401241,,,,,,,,,,,,-9.9156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1/1/2024,43:57.9,2,4,"McGinnity, Joe",2034,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,3,Bottom,0,1,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,95.04397,-1.54615,-5.44633,2037.514,260.7238,2:45,5.2546,2.03073,6.02433,-26.7197,4.15209,19.55296,1.58914,-1.39922,87.16631,-6.49178,-1.94596,0.399901,,,,,,,,,,,,-11.4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1/1/2024,44:19.3,2,5,"McGinnity, Joe",2034,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,3,Bottom,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.81561,-2.3159,-4.26133,2084.252,225.0276,1:30,5.28208,2.01584,6.05723,-18.7367,12.28339,11.30257,1.57004,-0.99376,86.70561,-5.83993,-2.23375,0.40086,,,,,,,,,,,,-6.99843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1/1/2024,44:38.3,2,6,"McGinnity, Joe",2034,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,3,Bottom,0,3,2,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,95.50505,-0.02288,-3.31535,2108.535,261.9894,2:45,5.19751,2.04622,5.83903,-26.8858,3.85406,20.44552,2.93573,0.66533,87.16894,-5.00296,0.346397,0.399045,76.0845,-41.2575,-32.7379,,,,,4.06511,3.75004,-37.0857,0.041394,-11.4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
